Status,Location,Project,Logger,Tag I.D.,Date On,Frequency,Duration (d),Date In,Time In,Date Full,Date Offloaded,Offloaded Filename,Date Out,Time Out,Notes,Processed,Metadata,
Removed,Black Point ,,20719650,NA,5/19/2020,15,453,5/21/2020,10:40:00,4/26/2021,12/10/2020,BT_TCBKPT_2005_,10/30/2020,13:51:00,Ordered replacement logger from Onset for this one.,,,
Removed,Black Point (duplicate),,20733091,NA,5/19/2020,15,453,5/21/2020,10:40:00,4/27/2021,12/10/2020,BT_TCBKPT_2005_b,10/30/2020,13:51:00,Ordered replacement logger from Onset for this one.,,,
Removed,Hind Bank (duplicate) ,,20733093,NA,7/6/2020,15,453,7/16/2020,10:07:00,4/28/2021,1/5/2021,BT_TCHB40_2007_,12/4/2020,13:48:00,Ordered replacement logger from Onset for this one.,,,
Removed,South Capella (duplicate),,20733090,NA,7/6/2020,15,453,7/14/2020,8:00:00,4/29/2021,1/5/2021,BT_TCSCAP_2007_,12/8/2020,14:00:00,Ordered replacement logger from Onset for this one.,,,
Removed,South Capella 35 (duplicate),,20733094,NA,7/6/2020,15,453,7/14/2020,10:25:00,9/22/2021,1/5/2021,BT_TCSC35_2007_,12/8/2020,13:30:00,Ordered replacement logger from Onset for this one.,,,
Removed,Brewers Bay,,20925881,NA,10/30/2020,15,453,11/5/2020,15:27:00,1/14/2022,11/8/2021,BT_TCBRWB_2011_,10/22/2021,12:12:00,Ordered replacement logger from Onset for this one.,,,
Removed,Black Point ,,20925884,NA,10/30/2020,15,453,10/30/2020,13:51:00,1/8/2022,11/9/2021,BT_TCBKPT_2011_a,10/22/2021,13:28:00,Ordered replacement logger from Onset for this one.,,,
Removed,Black Point (duplicate),,20925876,NA,10/30/2020,15,453,10/30/2020,13:51:00,1/8/2022,11/9/2021,BT_TCBKPT_2011_b,10/22/2021,13:28:00,Ordered replacement logger from Onset for this one.,,,
Removed,Flat Cay ,,20925887,NA,10/30/2020,15,453,10/30/2020,10:51:00,1/8/2022,11/9/2021,BT_TCFLTC_2011_a,10/22/2021,9:57:00,Ordered replacement logger from Onset for this one.,,,
Removed,Flat Cay (duplicate),,20925874,NA,10/30/2020,15,453,10/30/2020,10:51:00,1/8/2022,11/9/2021,BT_TCFLTC_2011_b,10/22/2021,9:57:00,Ordered replacement logger from Onset for this one.,,,
Running,Acropora Flat Cay ,,20925882,NA,10/30/2020,15,453,,,3/10/2001,,,,,Ordered replacement logger from Onset for this one.,,,
Removed,Buck Island (STT),,20925873,NA,11/5/2020,15,453,11/5/2020,15:58:00,1/14/2022,11/18/2021,BT_TCBKIT_2011_,11/5/2021,12:27:00,Ordered replacement logger from Onset for this one.,,,
Removed,Little St. James,,20925880,NA,11/5/2020,15,453,11/5/2020,11:02:00,1/14/2022,11/18/2021,BT_TCLSTJ_2011,11/4/2021,15:10:00,Ordered replacement logger from Onset for this one.,,,
Removed,Coculus Rock,,20925878,NA,11/13/2020,15,453,12/14/2020,13:55:00,2/22/2022,11/9/2021,BT_TCCORK_2011_,10/19/2021,15:09:00,Ordered replacement logger from Onset for this one.,,,
Removed,Coculus Rock (duplicate),,20925885,NA,11/13/2020,15,453,12/14/2020,13:55:00,2/22/2022,11/9/2021,BT_TCCORK_2011_b,10/19/2021,15:09:00,Ordered replacement logger from Onset for this one.,,,
Removed,Magens Bay,,20925866,NA,11/13/2020,15,453,11/24/2020,10:50:00,2/2/2022,11/9/2021,BT_TCMAGB_2011_,10/18/2021,11:30:00,Ordered replacement logger from Onset for this one.,,,
Removed,Botany Bay,,20925868,NA,11/13/2020,15,453,11/24/2020,13:41:00,2/2/2022,11/9/2021,BT_TCBOTB_2011,10/18/2021,13:15:00,Ordered replacement logger from Onset for this one.,,,
Removed,Savana,,20925870,NA,11/13/2020,15,453,11/24/2020,15:59:00,2/2/2022,11/9/2021,BT_TCSAVA_2011,10/18/2021,14:46:00,Ordered replacement logger from Onset for this one.,,,
Removed,South Capella,,20925869,NA,11/30/2020,15,453,12/8/2020,14:00:00,2/16/2022,11/18/2021,BT_TCSCAP_2011_a,11/4/2021,13:05:00,Ordered replacement logger from Onset for this one.,,,
Removed,South Capella (duplicate),,20925875,NA,11/30/2020,15,453,12/8/2020,14:00:00,2/16/2022,11/18/2021,BT_TCSCAP_2011_b,11/4/2021,13:05:00,Ordered replacement logger from Onset for this one.,,,
Removed,Seahorse ,,20719646,NA,11/30/2020,15,453,12/8/2020,15:30:00,2/16/2022,11/18/2021,BT_TCSHCS_2011_a,11/5/2021,10:00:00,Ordered replacement logger from Onset for this one.,,,
Removed,Seahorse (duplicate),,20733089,NA,11/30/2020,15,453,12/8/2020,15:30:00,2/16/2022,11/18/2021,BT_TCSHCS_2011_b,11/5/2021,10:00:00,Ordered replacement logger from Onset for this one.,,,
Removed,Grammank Tiger,,20925871,NA,11/30/2020,15,453,12/7/2020,12:45:00,2/15/2022,1/20/2022,BT_TCGMKT_2011_a,11/29/2021,10:43:00,Ordered replacement logger from Onset for this one.,,,
Removed,Grammanik Tiger (duplicate),,20925865,NA,11/30/2020,15,453,12/7/2020,12:45:00,2/15/2022,1/20/2022,BT_TCGMKT_2011_b,11/29/2021,10:43:00,Ordered replacement logger from Onset for this one.,,,
Removed,South Capella 35 m ,,20925883,NA,11/30/2020,15,453,12/8/2020,13:30:00,2/16/2022,1/20/2022,BT_TCSC35_2011_a,11/30/2021,10:02:00,,,,
Removed,South Capella 35 m (duplicate),,20925877,NA,11/30/2020,15,453,12/8/2020,13:30:00,2/16/2022,1/20/2022,BT_TCSC35_2011_b,11/30/2021,10:02:00,,,,
Removed,South Water ,,20733086,NA,12/2/2020,15,453,12/14/2020,9:55:00,2/22/2022,11/18/2021,BT_TCSWAT_2012_,11/4/2021,10:55:00,,,,
Removed,Hind Bank ,,20733092,NA,12/4/2020,15,453,12/4/2020,13:48:00,2/12/2022,1/20/2022,BT_TCHB40_2012_a,12/3/2021,10:44:00,Moved from ADCP base to beginning of T1; Temps averaged (ENH),,,
Removed,Hind Bank (duplicate) ,,20733076,NA,12/4/2020,15,453,12/4/2020,13:48:00,2/12/2022,1/20/2022,BT_TCHB40_2012_b,12/3/2021,10:44:00,Moved from ADCP base to beginning of T1; Temps averaged (ENH),,,
Removed,College Shoal East,,20925867,NA,12/4/2020,15,453,12/4/2020,15:30:00,2/12/2022,1/20/2022,BT_TCCLGE_2012_,12/3/2021,14:10:00,,,,
Removed,Meri Shoal (STJ),,20925879,NA,12/7/2020,15,453,12/10/2020,11:05:00,2/18/2022,11/18/2021,BT_TCMERI_2012_,11/9/2021,11:40:00,,,,
Removed,Coral Bay (STJ),,20925888,NA,12/7/2020,15,453,12/10/2020,13:25:00,2/18/2022,11/9/2021,BT_TCCORB_2012_,10/19/2021,10:45:00,,,,
Removed,Fish Bay (STJ),,20925872,NA,12/7/2020,15,453,12/10/2020,15:51:00,2/18/2022,11/9/2021,BT_TCFSHB_2012_,10/19/2021,13:08:00,,,,
Removed,Buck Island MCE (STX),,20954390,NA,3/3/2021,15,453,3/15/2021,10:30:00,5/24/2022,12/7/2021,BT_TCBKIX_2103_a,11/15/2021,10:12:00,,,,
Removed,Buck Island MCE (STX) (duplicate),,20962639,NA,3/3/2021,15,453,3/15/2021,10:30:00,5/24/2022,12/7/2021,BT_TCBKIX_2103_b,11/15/2021,10:12:00,,,,
Removed,Jacks Bay (STX),,20962621,NA,4/6/2021,15,453,4/7/2021,10:25:00,6/16/2022,12/7/2021,BT_TCJCKB_2104_,11/11/2021,12:11:00,,,,
Removed,Castle (STX),,20954392,NA,4/6/2021,15,453,4/7/2021,12:30:00,6/16/2022,12/7/2021,BT_TCCSTL_2104,11/14/2021,15:41:00,,,,
Removed,Eagle Ray (STX),,20962623,NA,4/6/2021,15,453,4/7/2021,14:45:00,6/16/2022,12/7/2021,BT_TCEAGR_2104,11/15/2021,15:02:00,,,,
Removed,Kings Corner (STX),,20954384,NA,3/3/2021,15,453,3/14/2021,12:48:00,5/23/2022,12/7/2021,BT_TCKNGC_2103_,11/12/2021,13:38:00,,,,
Removed,Sprat Hole (STX),,20962625,NA,3/3/2021,15,453,3/14/2021,14:45:00,5/23/2022,12/7/2021,BT_TCSPTH_2103_,11/12/2021,15:29:00,,,,
Removed,Mutton 24m (STX),,20954387,NA,3/3/2021,15,453,3/14/2021,10:46:00,5/23/2022,12/7/2021,BT_TCMT24_2103_,11/12/2021,11:04:00,,,,
Removed,Mutton 39m (STX),,20954386,NA,3/3/2021,15,453,3/14/2021,10:45:00,5/23/2022,12/7/2021,BT_TCMT40_2103_a,11/12/2021,10:56:00,,,,
Removed,Mutton 39m (STX) (duplicate),,20962627,NA,3/3/2021,15,453,3/14/2021,10:45:00,5/23/2022,12/7/2021,BT_TCMT40_2103_b,11/12/2021,10:56:00,,,,
Removed,Cane 09 (STX),,20954393,NA,4/6/2021,15,453,4/6/2021,11:33:00,6/15/2022,12/7/2021,BT_TCCB08_2104_a,11/16/2021,12:03:00,,,,
Removed,Cane 09 (STX) (duplicate),,20954389,NA,4/6/2021,15,453,4/6/2021,11:33:00,6/15/2022,12/7/2021,BT_TCCB08_2104_b,11/16/2021,12:03:00,,,,
Removed,Cane 39 (STX),,20962624,NA,4/6/2021,15,453,4/6/2021,10:38:00,6/15/2022,12/7/2021,BT_TCCB40_2104_a,11/16/2021,11:03:00,,,,
Removed,Cane 39 (STX) (duplicate),,20962629,NA,4/6/2021,15,453,4/6/2021,10:38:00,6/15/2022,12/7/2021,BT_TCCB40_2104_b,11/16/2021,11:03:00,,,,
Removed,Salt River 30 (STX),,20954395,NA,4/6/2021,15,453,4/8/2021,9:55:00,6/17/2022,12/7/2021,BT_TCSR30_2104_,11/13/2021,11:37:00,,,,
Removed,Salt River 40 (STX),,20962622,NA,4/6/2021,15,453,4/8/2021,9:55:00,6/17/2022,12/7/2021,BT_TCSR41_2104_a,11/13/2021,11:44:00,,,,
Removed,Salt River 40 (STX) (duplicate),,20954383,NA,4/6/2021,15,453,4/8/2021,9:55:00,6/17/2022,12/7/2021,BT_TCSR41_2104_b,11/13/2021,11:44:00,,,,
Removed,Lang Hind (STX),,20733075,NA,3/3/2021,15,453,3/12/2021,10:53:00,5/21/2022,12/7/2021,BT_TCLBRH_2103_,11/22/2021,9:32:00,,,,
Removed,Great Pond (STX),,20719643,NA,3/3/2021,15,453,3/13/2021,13:51:00,5/22/2022,12/7/2021,BT_TCGRPD_2103_,11/14/2021,13:47:00,,,,
Removed,Lang EEMP (STX),,20954396,NA,3/3/2021,15,453,3/13/2021,10:00:00,5/22/2022,12/7/2021,BT_TCLBEM_2103_,11/14/2021,10:35:00,,,,
Removed,Ginsburg Fringe,,20962628,NA,4/14/2021,15,453,4/15/2021,13:30:00,6/24/2022,1/26/2023,BT_TCGB63_2104_b,12/2/2022,10:20:00,"Logger filled up on July 10, 2022 so there will be a gap in this dataset from then until the start of the next one on 12/2/22",,,
Removed,Ginsburg Fringe (duplicate),,20962631,NA,4/14/2021,15,453,4/15/2021,13:30:00,6/24/2022,1/26/2023,BT_TCGB63_2104_a,12/2/2022,10:20:00,"Logger filled up on July 10, 2022 so there will be a gap in this dataset from then until the start of the next one on 12/2/22",,,
Removed,Channel Rock (CHRK) Acropora ,,20962640,NA,5/20/2021,15,453,5/20/2021,9:41:00,7/29/2022,9/28/2022,CRSTX 5.22.22_1520_BT_AMCHRK_2105_channel_rock_0,5/22/2022,15:20:00,Deployed on T2,,,
Removed,Green Cay (GRNC) Acropora ,,20962626,NA,5/20/2021,15,453,5/20/2021,10:35:00,7/29/2022,9/28/2022,GCSTX 5.19.22_1340_BT_AMGRNC_2105_,5/19/2022,13:20:00,Deployed on T1,,,
Removed,Teague Bay West (TGBW) Acropora ,,20962632,NA,5/20/2021,15,453,5/20/2021,10:10:00,7/29/2022,9/28/2022,STX AMP Teague Bay West 5.21.22_1130_BT_AMTGBW_2105_,5/21/2022,11:30:00,Deployed on T2,,,
Removed,Teague Bay East (TGBE) Acropora,,20954391,NA,5/20/2021,15,453,5/20/2021,10:00:00,7/29/2022,9/28/2022,TBESTX 5.20.22_1345_BT_AMTGBE_2105,5/20/2022,13:45:00,Deployed on T2,,,
Removed,Whitehorse (WTHS) Acropora ,,20925886,NA,5/20/2021,15,453,5/21/2021,9:30:00,7/30/2022,9/28/2022,WHSTX 5.18.22_1345_BT_AMWTHS_2105,5/18/2022,13:45:00,Deployed on T?,,,
Removed,Cow and Calf (Acropora),,20962620,NA,5/27/2021,15,453,9/8/2021,12:00:00,11/17/2022,9/28/2022,Cow&Calf 8.16.22_1245_BT_AMCWCF_2105_,8/16/2022,12:45:00,,,,
Running,Hull Bay (VcpA project),,20954388,NA,5/28/2021,15,453,,,3/10/2001,,,,,,,,
Removed,Range Cay (Howard) ,,20789399,NA,6/11/2021,15,453,,,3/10/2001,1/18/2022,Temp_RangeCay1_20789399_210611_,,,,,,
Removed,Yawzi Point (AMYZPT) (Acropora),,20962630,NA,8/31/2021,15,453,8/31/2021,15:00:00,11/9/2022,9/28/2022,Yawzi Point 8.23.22_1210_BT_AMYZPT_2109_,8/23/2022,12:10:00,,,,
Removed,Reef Bay (AMREFB) (Acropora),,20954394,NA,8/31/2021,15,453,8/31/2021,15:45:00,11/9/2022,9/28/2022,Reef Bay 8.1.22_1000_BT_AMREFB_2109_,8/1/2022,10:00:00,Data was corrupted and did not record date and time correctly,,,
Removed,Coral Bay (STJ),,20733084,NA,10/18/2021,15,453,10/19/2021,10:45:00,12/28/2022,11/10/2022,BT_TCCORB_2110_,9/8/2022,10:23:00,,,,
Removed,Fish Bay (STJ),,20719632,NA,10/18/2021,15,453,11/5/2021,11:21:00,1/14/2023,11/15/2023,BT_TCFSHB_2110_,10/13/2023,11:00:00,found in 2023,,,
Removed,Coculus Rock ,,20962642,NA,10/18/2021,15,453,10/19/2021,15:09:00,12/28/2022,11/10/2022,BT_TCCORK_2110_,10/4/2022,15:45:00,,,,
Removed,Coculus Rock (duplicate),,20954385,NA,10/18/2021,15,453,10/19/2021,15:09:00,12/28/2022,11/10/2022,BT_TCCORK_2110_b,10/4/2022,15:45:00,,,,
Removed,Magens Bay ,,20733078,NA,10/19/2021,15,453,10/18/2021,11:30:00,12/27/2022,11/10/2022,BT_TCMAGB_2110_,10/3/2022,11:01:00,,,,
Removed,Botany Bay,,20733081,NA,10/19/2021,15,453,10/18/2021,13:15:00,12/27/2022,11/10/2022,BT_TCBOTB_2110_,10/3/2022,13:33:00,,,,
Removed,Savana,,20962637,NA,10/19/2021,15,453,10/18/2021,14:46:00,12/27/2022,11/10/2022,BT_TCSAVA_2110_,10/3/2022,16:01:00,,,,
Removed,Flat Cay ,,20954397,NA,10/20/2021,15,453,10/22/2021,9:57:00,12/31/2022,11/10/2022,BT_TCFLTC_2110_,10/10/2022,10:18:00,,,,
Removed,Flat Cay (duplicate),,20962638,NA,10/20/2021,15,453,10/22/2021,9:57:00,12/31/2022,11/10/2022,BT_TCFLTC_2110_b,10/10/2022,10:18:00,,,,
Removed,Black Point,,20962635,NA,10/20/2021,15,453,10/22/2021,13:28:00,12/31/2022,11/10/2022,BT_TCBKPT_2110_,10/7/2022,12:34:00,,,,
Removed,Black Point (duplicate),,20962634,NA,10/20/2021,15,453,10/22/2021,13:28:00,12/31/2022,11/10/2022,BT_TCBKPT_2110_b,10/7/2022,12:34:00,,,,
Removed,Brewers Bay,,20962636,NA,10/20/2021,15,453,10/22/2021,12:12:00,12/31/2022,11/10/2022,BT_TCBRWB_2110,9/23/2022,12:47:00,,,,
Removed,South Water ,,20719652,NA,11/4/2021,15,453,11/4/2021,10:55:00,1/13/2023,1/26/2023,BT_TCSWAT_2111_,12/7/2022,15:10:00,,,,
Removed,Little St James,,20733095,NA,11/4/2021,15,453,11/4/2021,15:10:00,1/13/2023,11/10/2022,BT_TCLSTJ_2111_,10/12/2022,10:54:00,,,,
Removed,South Capella ,,20719649,NA,11/4/2021,15,453,11/4/2021,13:05:00,1/13/2023,1/26/2023,BT_TCSCAP_2111_a,11/30/2022,14:28:00,,,,
Removed,South Capella (duplicate),,20733091,NA,11/4/2021,15,453,11/4/2021,13:05:00,1/13/2023,1/26/2023,BT_TCSCAP_2111_b,11/30/2022,14:48:00,,,,
Removed,Seahorse,,20719636,NA,11/4/2021,15,453,11/5/2021,10:00:00,1/14/2023,11/10/2022,BT_TCSHCS_2111_b,10/4/2022,11:10:00,,,,
Removed,Seahorse (duplicate),,20719638,NA,11/4/2021,15,453,11/5/2021,10:00:00,1/14/2023,11/10/2022,BT_TCSHCS_2111_,10/4/2022,11:10:00,,,,
Removed,Buck Island (STT),,20733074,NA,11/4/2021,15,453,11/5/2021,12:27:00,1/14/2023,11/10/2022,BT_TCBKIT_2111_,10/4/2022,13:28:00,,,,
Removed,Meri Shoal (STJ),,20733090,NA,11/4/2021,15,453,11/9/2021,11:40:00,1/18/2023,1/26/2023,BT_TCMERI_2111_,11/30/2022,11:22:00,,,,
Removed,Buck Island MCE (STX),,20719639,NA,11/11/2021,15,453,11/15/2021,10:12:00,1/24/2023,11/10/2022,BT_TCBX33_2111_a,10/19/2022,10:35:00,,,,
Removed,Buck Island MCE (STX) (duplicate),,20733088,NA,11/11/2021,15,453,11/15/2021,10:12:00,1/24/2023,11/10/2022,BT_TCBX33_2111_b,10/19/2022,10:35:00,,,,
Removed,Jacks Bay (STX),,20719642,NA,11/11/2021,15,453,11/11/2021,12:11:00,1/20/2023,12/7/2022,BT_TCJCKB_2111_NODATA,11/17/2022,14:35:00,"No data collected on this logger, logger showed an error and unable to recover the data.",,,
Removed,Castle (STX),,20719650,NA,11/11/2021,15,453,11/14/2021,15:41:00,1/23/2023,11/10/2022,BT_TCCSTL_2111_,10/19/2022,13:30:00,,,,
Removed,Eagle Ray (STX),,20962619,NA,11/11/2021,15,453,11/15/2021,15:02:00,1/24/2023,11/10/2022,BT_TCEAGR_2111_,10/20/2022,15:00:00,,,,
Removed,Kings Corner (STX),,20733083,NA,11/11/2021,15,453,11/12/2021,13:38:00,1/21/2023,11/10/2022,BT_TCKNGC_2111,10/22/2022,12:13:00,,,,
Removed,Sprat Hole (STX),,20719640,NA,11/11/2021,15,453,11/12/2021,15:29:00,1/21/2023,11/10/2022,BT_TCSPTH_2111,10/22/2022,14:25:00,,,,
Removed,Mutton 24m (STX),,20925874,NA,11/11/2021,15,453,11/12/2021,11:04:00,1/21/2023,11/10/2022,BT_TCMT24_2111_,10/22/2022,9:40:00,,,,
Removed,Mutton 39m (STX),,20962641,NA,11/11/2021,15,453,11/12/2021,10:56:00,1/21/2023,11/10/2022,BT_TCMT40_2111_a,10/22/2022,9:40:00,,,,
Removed,Mutton 39m (STX) (duplicate),,20962633,NA,11/11/2021,15,453,11/12/2021,10:56:00,1/21/2023,11/10/2022,BT_TCMT40_2111_b,10/22/2022,9:40:00,,,,
Removed,Cane 09 (STX),,20925878,NA,11/11/2021,15,453,11/16/2021,12:03:00,1/25/2023,12/7/2022,BT_TCCB08_2111_a,11/18/2022,10:05:00,,,,
Removed,Cane 09 (STX) (duplicate),,20925885,NA,11/11/2021,15,453,11/16/2021,12:03:00,1/25/2023,12/7/2022,BT_TCCB08_2111_b,11/18/2022,10:05:00,,,,
Removed,Cane 39 (STX),,20925872,NA,11/11/2021,15,453,11/16/2021,11:03:00,1/25/2023,12/7/2022,BT_TCCB40_2111_a,11/18/2022,9:12:00,,,,
Removed,Cane 39 (STX) (duplicate),,20925888,NA,11/11/2021,15,453,11/16/2021,11:03:00,1/25/2023,12/7/2022,BT_TCCB40_2111_b,11/18/2022,9:12:00,,,,
Removed,Salt River 30 (STX),,20925884,NA,11/11/2021,15,453,11/13/2021,11:37:00,1/22/2023,11/10/2022,BT_TCSR30_2111_,10/20/2022,10:15:00,,,,
Removed,Salt River 40 (STX),,20925876,NA,11/11/2021,15,453,11/13/2021,11:44:00,1/22/2023,11/10/2022,BT_TCSR41_2111_a,10/20/2022,10:15:00,,,,
Removed,Salt River 40 (STX) (duplicate),,20925881,NA,11/11/2021,15,453,11/13/2021,11:44:00,1/22/2023,11/10/2022,BT_TCSR41_2111_b,10/20/2022,10:15:00,,,,
Removed,Lang Hind (STX),,20925866,NA,11/11/2021,15,453,11/22/2021,9:32:00,1/31/2023,12/7/2022,BT_TCLBRH_2111_,11/17/2022,11:15:00,,,,
Removed,Great Pond (STX),,20925870,NA,11/11/2021,15,453,11/14/2021,13:47:00,1/23/2023,11/10/2022,BT_TCGRPD_2111_,10/21/2022,14:17:00,,,,
Removed,Lang EEMP (STX),,20925868,NA,11/11/2021,15,453,11/14/2021,10:35:00,1/23/2023,11/10/2022,BT_TCLBEM_2111_,10/21/2022,11:05:00,,,,
Running,Seawater Table A4 ,,20733079,NA,11/22/2021,15,453,,,3/10/2001,,,,,,,,
Running,Seawater Table A5,,20733087,NA,11/22/2021,15,453,,,3/10/2001,,,,,,,,
Running,Seawater Table A6,,20733093,NA,11/22/2021,15,453,,,3/10/2001,,,,,,,,
Removed,Grammank Tiger,,20733094,NA,11/29/2021,15,453,11/29/2021,10:43:00,2/7/2023,1/26/2023,BT_TCGMKT_2111_a,12/7/2022,11:35:00,,,,
Removed,Grammanik Tiger (duplicate),,20719637,NA,11/29/2021,15,453,11/29/2021,10:43:00,2/7/2023,1/26/2023,BT_TCGMKT_2111_b,12/7/2022,11:35:00,,,,
Removed,South Capella 35 m ,,20733082,NA,11/29/2021,15,453,11/30/2021,10:02:00,2/8/2023,1/26/2023,BT_TCSC35_2111_a,11/30/2022,14:19:00,,,,
Removed,South Capella 35 m (duplicate),,20719653,NA,11/29/2021,15,453,11/30/2021,10:02:00,2/8/2023,1/26/2023,BT_TCSC35_2111_b,11/30/2022,14:19:00,,,,
Removed,Hind Bank ,,20789398,NA,11/29/2021,15,453,12/3/2021,10:44:00,2/11/2023,12/7/2022,BT_TCHB40_2111_a,11/8/2022,9:59:00,,,,
Removed,Hind Bank (duplicate) ,,20789400,NA,11/29/2021,15,453,12/3/2021,10:44:00,2/11/2023,12/7/2022,BT_TCHB40_2111_b,11/8/2022,9:59:00,,,,
Removed,College Shoal East,,20925887,NA,11/29/2021,15,453,12/3/2021,14:10:00,2/11/2023,12/7/2022,BT_TCCLGE_2111_,11/8/2022,13:43:00,,,,
Running,Channel Rock (CHRK) Acropora ,,20925880,NA,9/7/2022,15,453,9/9/2022,0:01:00,11/18/2023,,,,,,,,
Running,Green Cay (GRNC) Acropora ,,20954396,NA,9/7/2022,15,453,9/8/2022,0:01:00,11/17/2023,,,,,,,,
Running,Teague Bay West (TGBW) Acropora ,,20954389,NA,9/7/2022,15,453,9/12/2022,0:01:00,11/21/2023,,,,,,,,
Running,Teague Bay East (TGBE) Acropora,,20933087,NA,9/7/2022,15,453,9/9/2022,0:01:00,11/18/2023,,,,,,,,
Running,Whitehorse (WTHS) Acropora ,,20925883,NA,9/7/2022,15,453,9/8/2022,0:01:00,11/17/2023,,,,,,,,
Removed,Coral Bay (STJ),,20925879,NA,9/8/2022,15,453,9/8/2022,10:23:00,11/17/2023,11/15/2023,BT_TCCORB_2209,10/13/2023,13:11:00,,,,
Removed,Fish Bay (STJ),,20954383,NA,9/8/2022,15,453,9/8/2022,12:46:00,11/17/2023,11/15/2023,BT_TCFSHB_2209_,10/13/2023,11:30:00,,,,
Removed,Flat Cay ,,20733092,NA,9/26/2022,15,453,10/10/2022,10:18:00,12/19/2023,11/15/2023,BT_TCFLTC_2209_,10/17/2023,10:27:00,,,,
Removed,Flat Cay (duplicate),,20733079,NA,9/26/2022,15,453,10/10/2022,10:18:00,12/19/2023,11/15/2023,BT_TCFLTC_2209_b,10/17/2023,10:27:00,,,,
Removed,Black Point ,,20925867,NA,9/26/2022,15,453,10/7/2022,12:34:00,12/16/2023,,BT_TCBKPT_2209_a,10/17/2023,12:30:00,,,,
Removed,Black Point (duplicate),,20789397,NA,9/26/2022,15,453,10/7/2022,12:34:00,12/16/2023,11/15/2023,BT_TCBKPT_2209_b,10/17/2023,12:30:00,,,,
Removed,Brewers Bay,,20962623,NA,9/26/2022,15,453,9/23/2022,12:47:00,12/2/2023,11/15/2023,BT_TCBRWB_2209,10/17/2023,15:15:00,,,,
Removed,Magens Bay,,20954392,NA,9/26/2022,15,453,10/3/2022,11:01:00,12/12/2023,11/15/2023,BT_TCMAGB_2209_,10/12/2023,11:18:00,,,,
Removed,Botany Bay,,20962627,NA,9/26/2022,15,453,10/3/2022,13:33:00,12/12/2023,11/15/2023,BT_TCBOTB_2209,10/12/2023,13:38:00,,,,
Removed,Savana ,,20925871,NA,9/26/2022,15,453,10/3/2022,16:01:00,12/12/2023,11/21/2023,BT_TCSAVA_2209,10/30/2023,15:26:00,,,,
Removed,Buck Island STT ,,20925873,NA,9/26/2022,15,453,10/4/2022,13:28:00,12/13/2023,11/15/2023,BT_TCBKIT_2209,10/19/2023,14:01:00,not sure which logger went in the water - check logger number,,,
Removed,St James,,20954386,NA,9/26/2022,15,453,10/12/2022,10:54:00,12/21/2023,11/15/2023,BT_TCLSTJ_2209,10/19/2023,11:18:00,,,,
Removed,Seahorse ,,20925875,NA,9/26/2022,15,453,10/4/2022,11:10:00,12/13/2023,11/21/2023,BT_TCSHCS_2209,10/30/2023,13:33:00,,,,
Removed,Seahorse (duplicate),,20962629,NA,9/26/2022,15,453,10/4/2022,11:10:00,12/13/2023,11/21/2023,BT_TCSHCS_2209_b,10/30/2023,13:33:00,,,,
Removed,Coculus Rock,,20719646,NA,9/26/2022,15,453,10/4/2022,15:45:00,12/13/2023,11/15/2023,BT_TCCORK_2209,10/13/2023,15:18:00,,,,
Removed,Coculus Rock (duplicate),,20719643,NA,9/26/2022,15,453,10/4/2022,15:45:00,12/13/2023,11/15/2023,BT_TCCORK_2209_b,10/13/2023,15:18:00,,,,
Removed,Ginsburg Fringe,,20925877,NA,9/26/2022,15,453,12/2/2022,10:20:00,2/10/2024,11/15/2023,BT_TCGB63_2209_a,10/26/2023,11:09:00,Is this file name supposed to be BT_TCGB63_2209_a? -- Travis,,,
Removed,Ginsburg Fringe (duplicate) ,,20962625,NA,9/26/2022,15,453,12/2/2022,10:20:00,2/10/2024,11/15/2023,BT_TCGB63_2209_b,10/26/2023,11:09:00,both changed to ..._2209 from _2212 as both detail files say they were named 2209 and deployed in september -Cole,,,
Removed,Buck Island MCE (STX),,21445095,NA,10/17/2022,15,453,10/19/2022,10:35:00,12/28/2023,11/21/2023,BT_TCBKIX_2210_a,11/9/2023,12:10:00,,,,
Removed,Buck Island MCE (STX) (duplicate),,21445088,NA,10/17/2022,15,453,10/19/2022,10:35:00,12/28/2023,11/21/2023,BT_TCBKIX_2210_b,11/9/2023,12:10:00,,,,
Removed,Jacks Bay (STX),,21445104,NA,10/17/2022,15,453,11/17/2022,14:35:00,1/26/2024,12/12/2023,BT_TCJCKB_2210_,11/14/2023,12:45:00,,,,
Removed,Castle (STX),,21445097,NA,10/17/2022,15,453,10/19/2022,13:30:00,12/28/2023,11/21/2023,BT_TCCSTL_2210_,11/13/2023,14:50:00,,,,
Removed,Eagle Ray (STX),,21445091,NA,10/17/2022,15,453,10/20/2022,15:00:00,12/29/2023,11/21/2023,BT_TCEAGR_2210,11/11/2023,16:50:00,,,,
Removed,Kings Corner (STX),,21445087,NA,10/17/2022,15,453,10/22/2022,12:13:00,12/31/2023,12/12/2023,BT_TCKNGC_2210,11/15/2023,11:17:00,,,,
Removed,Sprat Hole (STX),,21445094,NA,10/17/2022,15,453,10/22/2022,14:25:00,12/31/2023,11/21/2023,BT_TCSPTH_2210,11/12/2023,15:15:00,Logger moved from the beginning of T4 to the beginning of T3 (being overgrown by a sponge),,,
