Status,Location,Project,Logger,Tag I.D.,Date On,Frequency,Duration (d),Date In,Time In,Date Full,Date Offloaded,Offloaded Filename,Date Out,Time Out,Notes,Processed,Metadata,
Removed,Mutton 24m (STX),,21445089,NA,10/17/2022,15,453,10/22/2022,9:40:00,12/31/2023,,,11/10/2023,12:16:00,HOBO lost on ascent. Hope to find it in spring,,,
Removed,Mutton 39m (STX),,21445105,NA,10/17/2022,15,453,10/22/2022,9:40:00,12/31/2023,11/21/2023,BT_TCMT40_2210_a,11/10/2023,12:28:00,,,,
Removed,Mutton 39m (STX) (duplicate),,21445086,NA,10/17/2022,15,453,10/22/2022,9:40:00,12/31/2023,11/21/2023,BT_TCMT40_2210_b,11/10/2023,12:28:00,,,,
Removed,Cane 09 (STX),,21445096,NA,10/17/2022,15,453,11/18/2022,10:05:00,1/27/2024,11/21/2023,BT_TCCB08_2210_a,11/12/2023,12:09:00,,,,
Removed,Cane 09 (STX) (duplicate),,21445101,NA,10/17/2022,15,453,11/18/2022,10:05:00,1/27/2024,11/21/2023,BT_TCCB08_2210_b,11/12/2023,12:09:00,,,,
Removed,Cane 39 (STX),,21445098,NA,10/17/2022,15,453,11/18/2022,10:05:00,1/27/2024,12/12/2023,BT_TCCB40_2210_a,11/12/2023,11:10:00,,,,
Removed,Cane 39 (STX) (duplicate),,21445102,NA,10/17/2022,15,453,11/18/2022,10:05:00,1/27/2024,12/12/2023,BT_TCCB40_2210_b,11/12/2023,11:10:00,,,,
Removed,Salt River 30 (STX),,21445099,NA,10/17/2022,15,453,10/20/2022,10:15:00,12/29/2023,11/21/2023,BT_TCSR30_2210_,11/11/2023,12:41:00,,,,
Removed,Salt River 40 (STX),,21445106,NA,10/17/2022,15,453,10/20/2022,10:15:00,12/29/2023,4/9/2024,BT_TCSR41_2210_a,3/14/2024,11:25:00,Should this be BT_TCSR41_2210_a ? -Cole,,,
Removed,Salt River 40 (STX) (duplicate),,21445103,NA,10/17/2022,15,453,10/20/2022,10:15:00,12/29/2023,4/9/2024,BT_TCSR41_2210_b,3/14/2024,11:25:00,,,,
Removed,Lang Hind (STX),,21445085,NA,10/17/2022,15,453,11/17/2022,11:15:00,1/26/2024,11/21/2023,BT_TCLBRH_2210,11/13/2023,10:36:00,,,,
Removed,Great Pond (STX),,21445092,NA,10/17/2022,15,453,10/21/2022,14:17:00,12/30/2023,12/12/2023,BT_TCGRPD_2210,11/14/2023,15:49:00,,,,
Removed,Lang EEMP (STX),,21445100,NA,10/17/2022,15,453,10/21/2022,11:05:00,12/30/2023,12/12/2023,BT_TCLBEM_2210_,11/14/2023,10:50:00,,,,
Removed,Hind Bank ,,20954393,NA,11/8/2022,15,453,11/8/2022,9:59:00,1/17/2024,12/12/2023,BT_TCHB40_2211_a,12/6/2023,10:47:00,,,,
Removed,Hind Bank (duplicate) ,,20962621,NA,11/8/2022,15,453,11/8/2022,9:59:00,1/17/2024,12/12/2023,BT_TCHB40_2211_b,12/6/2023,10:47:00,,,,
Removed,College Shoal East,,20954390,NA,11/8/2022,15,453,11/8/2022,13:43:00,1/17/2024,12/12/2023,BT_TCCLGE_2211,12/6/2023,12:55:00,,,,
Removed,Meri Shoal (STJ),,20962639,NA,11/28/2022,15,453,11/30/2022,11:22:00,2/8/2024,12/12/2023,BT_TCMERI_2211,12/7/2023,12:00:00,exact time out UNK,,,
Removed,South Capella 35 m ,,20925865,NA,11/28/2022,15,453,11/30/2022,14:19:00,2/8/2024,11/15/2023,BT_TCSC35_2211_a,10/23/2023,11:18:00,,,,
Removed,South Capella 35 m (duplicate),,20954395,NA,11/28/2022,15,453,11/30/2022,14:19:00,2/8/2024,11/15/2023,BT_TCSC35_2211_b,10/23/2023,11:18:00,,,,
Removed,South Capella ,,20962622,NA,11/28/2022,15,453,11/30/2022,14:28:00,2/8/2024,11/15/2023,BT_TCSCAP_2211_a,10/23/2023,11:28:00,,,,
Removed,South Capella (duplicate),,20954387,NA,11/28/2022,15,453,11/30/2022,14:28:00,2/8/2024,11/15/2023,BT_TCSCAP_2211_b,10/23/2023,11:28:00,,,,
Removed,South Water ,,20925869,NA,11/28/2022,15,453,12/7/2022,15:10:00,2/15/2024,11/15/2023,BT_TCSWAT_2211,10/23/2023,14:30:00,,,,
Removed,Grammank Tiger,,20962640,NA,11/28/2022,15,453,12/7/2022,11:35:00,2/15/2024,12/12/2023,BT_TCGMKT_2211_a,12/5/2023,13:10:00,,,,
Removed,Grammanik Tiger (duplicate),,20962626,NA,11/28/2022,15,453,12/7/2022,11:35:00,2/15/2024,12/12/2023,BT_TCGMKT_2211_b,12/5/2023,13:10:00,,,,
Removed,Canal de Afuera Reef 3m PCAR03,Panama,20962637,NA,6/13/2023,30,913,6/19/2023,11:30:00,,3/24/2025,BT_PCAR03_2306_a,3/12/2025,13:00:00,In/out times are Panama Local (UMC-5),/Users/tyler/UVI Dropbox/SMITH LAB TEAM FOLDER/Eastern Pacific Data/ETP-Temperature/ETP_temperature_database/Temp_ETP_2025_Working Folder/3-processed/BT_PCAR03_2306_2503.csv',,
Removed,Canal de Afuera Reef 3m PCAR03 (duplicate),Panama,21765869,NA,6/13/2023,30,913,6/19/2023,11:30:00,,3/21/2025,BT_PCAR03_2306_b,3/12/2025,13:00:00,In/out times are Panama Local (UMC-5),/Users/tyler/UVI Dropbox/SMITH LAB TEAM FOLDER/Eastern Pacific Data/ETP-Temperature/ETP_temperature_database/Temp_ETP_2025_Working Folder/3-processed/BT_PCAR03_2306_2503.csv',,
Removed,CanaldeTierra-18m PCT18M,Panama-SIO,21765868,NA,6/13/2023,30,913,6/19/2023,12:34:00,,3/24/2025,BT_PCT18M_2306_,3/12/2025,15:13:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Removed,CanaldeTierra-3m PCT3M,Panama-SIO,20962642,NA,,,,6/19/2023,13:30:00,,not reading,BT_PCT3M_2306_,3/12/2025,15:40:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
LOST,Contadora-18m PCO18M,Panama-SIO,,NA,,,,6/15/2023,11:30:00,,LOST,LOST,3/7/2025,15:35:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Removed,Contadora-3m PCO3M,Panama-SIO,20624951,NA,6/13/2023,15,453,6/15/2023,11:30:00,,3/20/2025,BT_PCO3M_2306_,3/7/2025,13:05:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Removed,Iglesias-10m PIG10M,Panama-SIO,20925885,NA,6/19/2023,15,453,6/21/2023,14:40:00,,3/20/2025,BT_PIG10M_2306_,3/12/2025,17:35:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Removed,Iglesias-20m PIG20M,Panama-SIO,20925872,NA,6/19/2023,15,453,6/21/2023,14:30:00,,3/20/2025,BT_PIG20M_2306_,3/12/2025,9:15:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
LOST,Iglesias-30m PIG30M,Panama-SIO,,NA,,,,6/21/2023,14:20:00,,LOST,LOST,3/13/2025,11:53:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Retired Site,Saboga 22m PSA22M,Panama,,NA,6/13/2023,30,913,,,,,Retired Site,,,In/out times are Panama Local (UMC-5). This logger was not deployed at Saboga 22m.  That site was not relocated and was abandoned in 2023.  This logger was put at  CanaldeTierra-18m PCT18M,,,
Retired Site,Saboga 22m PSA22M (duplicate),Panama,,NA,6/13/2023,30,913,,,,,Retired Site,,,In/out times are Panama Local (UMC-5).  TBS: I don't think this logger was deployed,,,
LOST,Saboga Reef 2m PSAREF ,Panama,20954385,NA,6/13/2023,30,913,6/15/2023,13:00:00,,LOST,LOST,3/7/2025,13:20:00,In/out times are Panama Local (UMC-5),,,
LOST,Saboga Reef 2m PSAREF (duplicate) ,Panama,21762818,NA,6/13/2023,30,913,6/15/2023,13:00:00,,LOST,LOST,3/7/2025,13:20:00,In/out times are Panama Local (UMC-5),,,
Removed,Saboga-11m PSA11M,Panama-SIO,20624954,NA,6/13/2023,15,453,6/15/2023,14:30:00,,3/20/2025,BT_PSA11M_2306_,3/7/2025,14:10:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Removed,Saboga-3m PSA3M,Panama-SIO,20624955,NA,6/13/2023,15,453,6/15/2023,11:30:00,,3/20/2025,BT_PSA3M_2306_,3/7/2025,13:10:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Removed,Secas Dog 10m PDG10M ,Panama,21762814,NA,6/13/2023,30,913,6/20/2023,13:10:00,,3/20/2025,BT_PDG10M_2306_a,3/11/2025,10:45:00,In/out times are Panama Local (UMC-5),,,
Removed,Secas Dog 10m PDG10M (duplicate),Panama,20925887,NA,6/13/2023,30,913,6/20/2023,13:10:00,,3/20/2025,BT_PDG10M_2306_b,3/11/2025,10:45:00,In/out times are Panama Local (UMC-5),,,
Removed,Secas Dog 20m PDG20M,Panama,21765877,NA,6/13/2023,30,913,6/20/2023,13:15:00,,3/20/2025,BT_PDG20M_2306_a,3/11/2025,10:35:00,In/out times are Panama Local (UMC-5),,,
Removed,Secas Dog 20m PDG20M (duplicate),Panama,20925888,NA,6/13/2023,30,913,6/20/2023,13:15:00,,3/20/2025,BT_PDG20M_2306_b,3/11/2025,10:35:00,In/out times are Panama Local (UMC-5),,,
Removed,Secas Dog 4x5 3m PDG4X5,Panama,21762817,NA,6/13/2023,30,913,6/20/2023,13:50:00,,NO DATA,NO DATA,3/11/2025,11:00:00,"Logger error and did not collect data ""An invalid internal value has been encountered in this data file and replaced by an end of file event."" ",,,
Removed,Secas Dog 4x5 3m PDG4X5 (duplicate) ,Panama,20962634,NA,6/13/2023,30,913,6/20/2023,13:50:00,,3/20/2025,BT_PDG4X5_2306_,3/11/2025,11:00:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Coral Collection Point PUVCCP,Panama,21765876,NA,6/13/2023,30,913,6/20/2023,12:50:00,,3/20/2025,BT_PUVCCP_2306_a,3/13/2025,11:15:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Coral Collection Point PUVCCP (duplicate),Panama,20925886,NA,6/13/2023,30,913,6/20/2023,12:50:00,,3/20/2025,BT_PUVCCP_2306_b,3/13/2025,11:15:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Gcity 3m PaUvGC,Panama,21765870,NA,6/13/2023,30,913,6/17/2023,11:00:00,,3/20/2025,BT_PAUVGC_2306_a,3/9/2025,11:20:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Gcity 3m PaUvGC (duplicate) ,Panama,20962633,NA,6/13/2023,30,913,6/17/2023,11:00:00,,3/24/2025,BT_PAUVGC_2306_b,3/9/2025,11:20:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Millepora 20m PUVM18,Panama,21765866,NA,6/13/2023,30,913,6/18/2023,14:06:00,,3/24/2025,BT_PUVM18_2306_a,3/10/2025,10:08:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Millepora 20m PUVM18 (duplicate),Panama,20925881,NA,6/13/2023,30,913,6/18/2023,14:06:00,,3/24/2025,BT_PUVM18_2306_b,3/10/2025,10:08:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Reef 10m PUVF10,Panama,20962619,NA,6/13/2023,30,913,6/18/2023,14:14:00,,3/24/2025,BT_PUVF10_2306_a,3/10/2025,10:20:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Reef 10m PUVF10 (duplicate) ,Panama,21765867,NA,6/13/2023,30,913,6/18/2023,14:14:00,,3/24/2025,BT_PUVF10_2306_b,3/10/2025,10:20:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Reef Flat 1m PUVFLT,Panama,21765873,NA,6/13/2023,30,913,6/17/2023,14:40:00,,3/24/2025,BT_PUVFLT_2306_a,3/9/2025,14:20:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Reef Flat 1m PUVFLT (duplicate),Panama,21762815,NA,6/13/2023,30,913,6/17/2023,14:40:00,,3/24/2025,BT_PUVFLT_2306_b,3/9/2025,14:20:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Ridley 10m PUVR10,Panama,21765872,NA,6/13/2023,30,913,6/18/2023,10:20:00,,3/20/2025,BT_PUVR10_2306_a,3/13/2025,10:05:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Ridley 10m PUVR10 (duplicate) ,Panama,21762812,NA,6/13/2023,30,913,6/18/2023,10:20:00,,3/20/2025,BT_PUVR10_2306_b,3/13/2025,10:05:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Ridley 20m PUVR20 ,Panama,21765874,NA,6/13/2023,30,913,6/18/2023,10:05:00,,3/20/2025,BT_PUVR20_2306_a,3/13/2025,9:45:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Ridley 20m PUVR20  (duplicate),Panama,21765871,NA,6/13/2023,30,913,6/18/2023,10:05:00,,3/20/2025,BT_PUVR20_2306_b,3/13/2025,9:45:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Ridley 30m PUVR30,Panama,21762816,NA,6/13/2023,30,913,6/18/2023,9:54:00,,3/20/2025,BT_PUVR30_2306_a,3/13/2025,9:40:00,In/out times are Panama Local (UMC-5),,,
Removed,Uva Ridley 30m PUVR30 (duplicate) ,Panama,21765875,NA,6/13/2023,30,913,6/18/2023,9:54:00,,3/20/2025,BT_PUVR30_2306_b,3/13/2025,9:40:00,In/out times are Panama Local (UMC-5),,,
Never Installed?,Uva-18m PUV18M,Panama-SIO,,NA,,,,never installed?,,,,,not installed,,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Removed,Uva-3m PUV3M,Panama-SIO,20423471,NA,6/13/2023,15,805,6/21/2023,0:00:00,,4/28/2025,BT_PUV3M_2306_,3/9/2025,11:07:00,"In/out times are Panama Local (UMC-5), J. Leichter Locations",,,
Removed,Wahoo 10m PCAW10 ,Panama,20925876,NA,6/13/2023,30,913,6/19/2023,14:00:00,,3/20/2025,BT_PCAW10_2306_a,3/12/2025,11:35:00,In/out times are Panama Local (UMC-5),,,
Removed,Wahoo 10m PCAW10 (duplicate),Panama,21762813,NA,6/13/2023,30,913,6/19/2023,14:00:00,,3/20/2025,BT_PCAW10_2306_b,3/12/2025,11:35:00,In/out times are Panama Local (UMC-5),,,
Removed,Haulover South,Moriah,20962638,NA,8/1/2023,15,453,8/1/2023,12:57:00,10/9/2024,3/5/2024,BT_UVINPS_HASO_2308_,2/27/2024,14:50:00,,,,
Removed,Mardenboro Point,Moriah,20954391,NA,8/1/2023,15,453,8/1/2023,13:58:00,10/9/2024,3/5/2024,BT_UVINPS_MARP_2308_,2/27/2024,11:50:00,,,,
Removed,Magens Bay,TCRMP,21828433,NA,10/12/2023,15,453,10/12/2023,11:18:00,12/20/2024,5/14/2024,BT_TCMAGB_2310_,4/17/2024,11:55:00,,,,
Removed,Botany Bay,TCRMP,21828426,NA,10/12/2023,15,453,10/12/2023,13:38:00,12/20/2024,5/14/2024,BT_TCBOTB_2310_,4/17/2024,14:10:00,,,,
Removed,Savana ,TCRMP,21828430,NA,10/12/2023,15,453,10/30/2023,15:26:00,1/7/2025,4/24/2024,BT_TCSAVA_2310,4/11/2024,12:09:00,,,,
Removed,Coral Bay (STJ),TCRMP,21828450,NA,10/12/2023,15,453,10/13/2023,13:11:00,12/21/2024,2/29/2024,BT_TCCORB_2310_,2/16/2024,10:51:00,,,,
Removed,Fish Bay (STJ),TCRMP,21828435,NA,10/12/2023,15,453,10/13/2023,11:30:00,12/21/2024,2/29/2024,BT_TCFSHB_2310_,2/16/2024,13:45:00,,,,
Removed,Coculus Rock,TCRMP,21828448,NA,10/12/2023,15,453,10/13/2023,15:18:00,12/21/2024,4/24/2024,BT_TCCORK_2310_a,4/2/2024,14:37:00,,,,
Removed,Coculus Rock (duplicate),TCRMP,21828441,NA,10/12/2023,15,453,10/13/2023,15:18:00,12/21/2024,4/24/2024,BT_TCCORK_2310_b,4/2/2024,14:37:00,,,,
Removed,Flat Cay ,TCRMP,21828427,NA,10/12/2023,15,453,10/17/2023,10:27:00,12/25/2024,2/29/2024,BT_TCFLTC_2310_,2/15/2024,10:41:00,Changed to _a because there was only one file and the code would not process it - Cole,,,
Running,Flat Cay (duplicate),TCRMP,21828432,NA,10/12/2023,15,453,10/17/2023,10:27:00,12/25/2024,,,,,"Not Found: missing logger, will look for it again soon.",,,
Removed,Black Point ,TCRMP,21828454,NA,10/12/2023,15,453,10/17/2023,12:30:00,12/25/2024,2/29/2024,BT_TCBKPT_2310_,2/15/2024,15:17:00,,,,
Removed,Black Point (duplicate),TCRMP,21828447,NA,10/12/2023,15,453,10/17/2023,12:30:00,12/25/2024,2/29/2024,BT_TCBKPT_2310_b,2/15/2024,15:17:00,,,,
Removed,Brewers Bay,TCRMP,21828453,NA,10/12/2023,15,453,10/17/2023,15:15:00,12/25/2024,4/24/2024,BT_TCBRWB_2310,4/11/2025,14:11:00,,,,
Removed,Buck Island STT ,TCRMP,21828442,NA,10/12/2023,15,453,10/19/2023,14:01:00,12/27/2024,4/24/2024,BT_TCBKIT_2310_,4/2/2024,11:38:00,,,,
Removed,St James,TCRMP,21828444,NA,10/12/2023,15,453,10/19/2023,11:18:00,12/27/2024,5/14/2024,BT_TCLSTJ_2310_,4/26/2024,13:26:00,,,,
Removed,Seahorse ,TCRMP,21828437,NA,10/12/2023,15,453,10/30/2023,13:33:00,1/7/2025,4/9/2024,BT_TCSHCS_2310_a,3/7/2024,14:00:00,,,,
Removed,Seahorse (duplicate),TCRMP,20789400,NA,10/12/2023,15,453,10/30/2023,13:33:00,1/7/2025,4/9/2024,BT_TCSHCS_2310_b,3/7/2024,14:00:00,,,,
Removed,South Capella ,TCRMP,21828424,NA,10/19/2023,15,453,10/23/2023,11:28:00,12/31/2024,5/14/2023,BT_TCSCAP_2310_a,4/22/2024,14:06:00,,,,
Removed,South Capella (duplicate),TCRMP,20554393,NA,10/19/2023,15,453,10/23/2023,11:28:00,12/31/2024,5/14/2023,BT_TCSCAP_2310_b,4/22/2024,14:06:00,,,,
Removed,South Capella 35 m ,TCRMP,21828438,NA,10/19/2023,15,453,10/23/2023,11:18:00,12/31/2024,12/11/2024,BT_TCSC35_2310_a,10/25/2024,10:59:00,,,,
Removed,South Capella 35 m (duplicate),TCRMP,20423422,NA,10/19/2023,15,453,10/23/2023,11:18:00,12/31/2024,12/11/2024,BT_TCSC35_2310_b,10/25/2024,10:59:00,,,,
Removed,South Water ,TCRMP,21828452,NA,10/19/2023,15,453,10/23/2023,14:30:00,12/31/2024,5/14/2024,BT_TCSWAT_2310_,4/26/2024,11:07:00,,,,
Removed,Ginsburg Fringe,TCRMP,21828445,NA,10/19/2023,15,453,10/26/2023,11:11:00,1/3/2025,5/29/2024,BT_TCGB63_2310_a,5/22/2024,10:55:00,,,,
Removed,Ginsburg Fringe (duplicate),TCRMP,20733090,NA,10/19/2023,15,453,10/26/2023,11:11:00,1/3/2025,5/29/2024,BT_TCGB63_2310_b,5/22/2024,10:55:00,,,,
Removed,Buck Island MCE (STX),TCRMP,21828425,NA,11/9/2023,15,453,11/9/2023,12:10:00,1/17/2025,4/9/2024,BT_TCBKIX_2311_a,3/11/2024,10:51:00,,,,
Removed,Buck Island MCE (STX) (duplicate),TCRMP,20423432,NA,11/9/2023,15,453,11/9/2023,12:10:00,1/17/2025,4/9/2024,BT_TCBKIX_2311_b,3/11/2024,10:51:00,,,,
Removed,Jacks Bay (STX),TCRMP,20733084,NA,11/9/2023,15,453,11/14/2023,12:45:00,1/22/2025,4/9/2024,BT_TCJCKB_2311_,3/14/2024,15:33:00,,,,
Removed,Castle (STX),TCRMP,20962636,NA,11/9/2023,15,453,11/13/2023,14:50:00,1/21/2025,4/9/2024,BT_TCCSTL_2311_,3/11/2024,15:25:00,,,,
Removed,Eagle Ray (STX),TCRMP,20719642,NA,11/9/2023,15,453,11/11/2023,16:50:00,1/19/2025,4/9/2024,BT_TCEAGR_2311_,3/13/2024,16:02:00,,,,
Removed,Kings Corner (STX),TCRMP,21828457,NA,11/9/2023,15,453,11/15/2023,11:17:00,1/23/2025,4/9/2024,BT_TCKNGC_2311_,3/15/2024,15:32:00,,,,
Removed,Sprat Hole (STX),TCRMP,20925884,NA,11/9/2023,15,453,11/10/2023,15:15:00,1/18/2025,4/9/2024,BT_TCSPTH_2311,3/15/2024,16:25:00,,,,
Removed,Mutton 24m (STX),TCRMP,21828451,NA,11/9/2023,15,453,11/10/2023,12:16:00,1/18/2025,4/9/2024,BT_TCMT24_2311_,3/15/2024,12:19:00,,,,
Removed,Mutton 39m (STX),TCRMP,21828449,NA,11/9/2023,15,453,11/10/2023,12:28:00,1/18/2025,4/9/2024,BT_TCMT40_2311_a,3/15/2024,12:38:00,,,,
Removed,Mutton 39m (STX) (duplicate),TCRMP,20719652,NA,11/9/2023,15,453,11/10/2023,12:28:00,1/18/2025,4/9/2024,BT_TCMT40_2311_b,3/15/2024,12:38:00,,,,
Removed,Cane 09 (STX),TCRMP,20733094,NA,11/9/2023,15,453,11/12/2023,12:09:00,1/20/2025,4/9/2024,BT_TCCB08_2311_a,3/13/2024,11:16:00,,,,
Removed,Cane 09 (STX) (duplicate),TCRMP,21828443,NA,11/9/2023,15,453,11/12/2023,12:09:00,1/20/2025,4/9/2024,BT_TCCB08_2311_b,3/13/2024,11:16:00,,,,
Removed,Cane 39 (STX),TCRMP,20954394,NA,11/9/2023,15,453,11/12/2023,11:10:00,1/20/2025,4/9/2024,BT_TCCB40_2311_a,3/13/2024,10:30:00,,,,
Removed,Cane 39 (STX) (duplicate),TCRMP,21828446,NA,11/9/2023,15,453,11/12/2023,11:10:00,1/20/2025,4/9/2024,BT_TCCB40_2311_b,3/13/2024,10:30:00,,,,
Running,Cane 67 (STX),TCRMP,21828440,NA,11/9/2023,30,906,11/12/2023,10:28:00,1/20/2025,,BT_TCCB67_2311_a,4/29/2025,14:30:00,,,,
Running,Cane 67 (STX),TCRMP,20719655,NA,11/9/2023,30,906,11/12/2023,10:28:00,1/20/2025,,BT_TCCB67_2311_b,4/29/2025,12:15:00,,,,
Running,Cane 100 (STX) ,TCRMP,20719637,NA,11/9/2023,30,906,11/12/2023,10:25:00,1/20/2025,,,,,,,,
Running,Cane 100 (STX),TCRMP,21828431,NA,11/9/2023,30,906,11/12/2023,10:25:00,1/20/2025,,,,,,,,
Removed,Salt 30 (STX),TCRMP,21828429,NA,11/9/2023,15,453,11/11/2023,14:30:00,1/19/2025,4/9/2024,BT_TCSR30_2311_,3/14/2024,12:12:00,,,,
Running,Salt 100 (STX),TCRMP,21828455,NA,11/9/2023,30,906,11/11/2023,11:19:00,1/19/2025,,,,,,,,
Running,Salt 100 (STX),TCRMP,20733088,NA,11/9/2023,30,906,11/11/2023,11:19:00,1/19/2025,,,,,,,,
Removed,Lang Hind (STX),TCRMP,21828458,NA,11/9/2023,15,453,11/13/2023,10:36:00,1/21/2025,4/9/2024,BT_TCLBRH_2311_,3/12/2024,12:20:00,,,,
Removed,Great Pond (STX),TCRMP,21828436,NA,11/9/2023,15,453,11/14/2023,15:49:00,1/22/2025,4/9/2024,BT_TCGRPD_2311,3/12/2024,15:23:00,,,,
Removed,Lang EEMP (STX),TCRMP,21828439,NA,11/9/2023,15,453,11/14/2023,10:50:00,1/22/2025,4/9/2024,BT_TCLBEM_2311_,3/16/2024,11:06:00,,,,
Removed,Meri Shoal (STJ),TCRMP,20719649,NA,11/21/2023,15,453,12/7/2023,12:00:00,2/14/2025,5/14/2024,BT_TCMERI_2311_,4/22/2024,11:10:00,exact time in UNK,,,
Removed,Hind Bank ,TCRMP,20954392,NA,11/24/2023,15,453,12/6/2023,10:47:00,2/13/2025,5/22/2024,BT_TCHB40_2311_a,5/14/2024,10:20:00,,,,
Removed,Hind Bank (duplicate) ,TCRMP,20962623,NA,11/24/2023,15,453,12/6/2023,10:47:00,2/13/2025,5/22/2024,BT_TCHB40_2311_b,5/14/2024,10:20:00,,,,
Removed,College Shoal East,TCRMP,21828456,NA,11/24/2023,15,453,12/6/2023,12:55:00,2/13/2025,5/22/2024,BT_TCCLGE_2311_,5/14/2024,12:47:00,,,,
Removed,Grammank Tiger,TCRMP,21828428,NA,11/24/2023,15,453,12/5/2023,13:10:00,2/12/2025,4/24/2024,BT_TCGMKT_2311_a,4/8/2024,11:50:00,,,,
Removed,Grammanik Tiger (duplicate),TCRMP,20733091,NA,11/24/2023,15,453,12/5/2023,13:10:00,2/12/2025,4/24/2024,BT_TCGMKT_2311_b,4/8/2024,11:50:00,,,,
Running,UVI Rebar Nursery ,,20954387,NA,1/31/2024,15,453,1/31/2024,10:50:00,4/10/2025,,,,,,,,
Removed,UVI Rebar Nursery ,,20719639,NA,5/15/2023,15,453,6/19/2023,15:00:00,8/27/2024,2/2/2024,UVI_Rebar_20719639,1/31/2024,10:50:00,,,,
Removed,Flat Cay ,TCRMP,21879672,NA,2/15/2024,15,453,2/15/2024,10:41:00,4/25/2025,12/11/2024,BT_TCFLTC_2402_a,10/22/2024,13:16:00,,,,
Removed,Flat Cay (duplicate),TCRMP,21445090,NA,2/15/2024,15,453,2/15/2024,10:41:00,4/25/2025,12/11/2024,BT_TCFLTC_2402_b,10/22/2024,13:16:00,,,,
Removed,Black Point ,TCRMP,21879671,NA,2/15/2024,15,453,2/15/2024,13:46:00,4/25/2025,11/4/2024,BT_TCBKPT_2402_a,10/11/2024,9:36:00,,,,
Removed,Black Point (duplicate),TCRMP,21445101,NA,2/15/2024,15,453,2/15/2024,13:46:00,4/25/2025,11/4/2024,BT_TCBKPT_2402_b,10/11/2024,9:36:00,,,,
Removed,Coral Bay (STJ),TCRMP,21879675,NA,2/15/2024,15,453,2/16/2024,10:51:00,4/26/2025,12/11/2024,BT_TCCORB_2402_,10/24/2024,12:41:00,,,,
Removed,Fish Bay (STJ),TCRMP,21879666,NA,2/15/2024,15,453,2/16/2024,13:45:00,4/26/2025,12/10/2024,BT_TCFSHB_2402_,10/24/2024,10:53:00,,,,
Removed,Haulover South (Moe),,21445102,NA,2/22/2024,15,453,2/27/2024,13:01:00,5/7/2025,9/17/2024,BT_UVINPS_HASO_2402,9/5/2024,11:06:00,,,,
Removed,Mardenboro Point (Moe),,21445087,NA,2/22/2024,15,453,2/22/2024,10:58:00,5/2/2025,9/17/2024,BT_UVINPS_MarP_2402,9/5/2024,12:28:00,,,,
Removed,Buck Island MCE (STX),TCRMP,21879682,NA,3/11/2024,15,453,3/11/2024,13:25:00,5/20/2025,12/10/2024,BT_TCBKIX_2403_a,11/11/2024,10:59:00,,,,
Removed,Buck Island MCE (STX) (duplicate),TCRMP,20954395,NA,3/11/2024,15,453,3/11/2024,13:25:00,5/20/2025,12/10/2024,BT_TCBKIX_2403_b,11/11/2024,10:59:00,,,,
Removed,Jacks Bay (STX),TCRMP,21879670,NA,3/11/2024,15,453,3/14/2024,15:33:00,5/23/2025,12/10/2024,BT_TCJCKB_2403_,11/13/2024,13:18:00,,,,
Removed,Castle (STX),TCRMP,21879683,NA,3/11/2024,15,453,3/11/2024,15:25:00,5/20/2025,12/10/2024,BT_TCCSTL_2403_,11/12/2024,14:20:00,,,,
Removed,Eagle Ray (STX),TCRMP,21879680,NA,3/11/2024,15,453,3/13/2024,16:02:00,5/22/2025,12/10/2024,BT_TCEAGR_2403_,11/14/2024,16:06:00,,,,
Removed,Kings Corner (STX),TCRMP,21879669,NA,3/11/2024,15,453,3/15/2024,15:32:00,5/24/2025,12/10/2024,BT_TCKNGC_2403_,11/15/2024,14:03:00,,,,
Removed,Sprat Hole (STX),TCRMP,21879681,NA,3/11/2024,15,453,3/15/2024,16:25:00,5/24/2025,12/10/2024,BT_TCSPTH_2403_,11/14/2024,13:28:00,,,,
